source_id,name,cuisine_type,website,phone,google_maps_url,address_full,postal_code
50,Més de Vi,Mediterranean,https://restaurantemesdevi.es,,https://www.google.com/maps/search/?api=1&query=M%C3%A9s+de+Vi+Rambla+del+Poblenou%2C+38+Barcelona,"Rambla del Poblenou, 38",08005
51,L'Artesana Poblenou,Mediterranean,,+34 930022039,https://www.google.com/maps/search/?api=1&query=L%27Artesana+Poblenou+C%2F+de+Mari%C3%A0+Aguil%C3%B3%2C+72+Barcelona,"C/ de Marià Aguiló, 72",08005
52,Casa Cabo,Mediterranean,https://grupocabo.es/,+34 608332208,https://www.google.com/maps/search/?api=1&query=Casa+Cabo+C%2F+de+Pere+IV%2C+91+Barcelona,"C/ de Pere IV, 91",08018
53,Morgentau,Vegetarian/Vegan,https://morgentau.es,+34 931 98 37 65,https://www.google.com/maps/search/?api=1&query=Morgentau+C%2F+de+la+Llacuna%2C+114+Barcelona,"C/ de la Llacuna, 114",08018
54,Warike,Peruvian,https://warikeproject.com/,+34 685621172,https://www.google.com/maps/search/?api=1&query=Warike+C%2F+del+Dr.+Trueta%2C+144+Barcelona,"C/ del Dr. Trueta, 144",08005
55,Sopa,Vegetarian/Vegan,https://sopa.vg,+34 933 09 56 76,https://www.google.com/maps/search/?api=1&query=Sopa+C%2F+de+Roc+Boronat%2C+114+Barcelona,"C/ de Roc Boronat, 114",08018
262,Els Pescadors,Seafood,https://elspescadors.com/,+34 932252018,https://www.google.com/maps/search/?api=1&query=Els+Pescadors+C%2F+de+Pujades%2C+171+Barcelona,"C/ de Pujades, 171",08005
263,Els Tres Porquets,Catalan,,,https://www.google.com/maps/search/?api=1&query=Els+Tres+Porquets+C%2F+del+Taulat%2C+109+Barcelona,"C/ del Taulat, 109",08005
264,Xorús,Spanish,http://www.xorus-braseria.com/,+34 937 689 112,https://www.google.com/maps/search/?api=1&query=Xor%C3%BAs+C%2F+de+Mari%C3%A0+Aguil%C3%B3%2C+185+Barcelona,"C/ de Marià Aguiló, 185",08005
265,Bar Nuri,Catalan,,,https://www.google.com/maps/search/?api=1&query=Bar+Nuri+C%2F+del+Dr.+Trueta%2C+160+Barcelona,"C/ del Dr. Trueta, 160",08005
266,Restaurant Gegant,Catalan,,,https://www.google.com/maps/search/?api=1&query=Restaurant+Gegant+C%2F+del+Dr.+Trueta%2C+144+Barcelona,"C/ del Dr. Trueta, 144",08005
267,Aguaribay,Vegetarian/Vegan,,,https://www.google.com/maps/search/?api=1&query=Aguaribay+C%2F+de+Pujades%2C+97+Barcelona,"C/ de Pujades, 97",08005
268,Vrutal,Vegetarian/Vegan,,,https://www.google.com/maps/search/?api=1&query=Vrutal+C%2F+de+Llacuna%2C+185+Barcelona,"C/ de Llacuna, 185",08018
269,Fetén,Vegetarian/Vegan,,,https://www.google.com/maps/search/?api=1&query=Fet%C3%A9n+C%2F+de+Mari%C3%A0+Aguil%C3%B3%2C+157+Barcelona,"C/ de Marià Aguiló, 157",08005
270,La Tavernicola,Argentine,,,https://www.google.com/maps/search/?api=1&query=La+Tavernicola+C%2F+del+Dr.+Trueta%2C+126+Barcelona,"C/ del Dr. Trueta, 126",08018
271,Puerto Escondido,Mexican,,,https://www.google.com/maps/search/?api=1&query=Puerto+Escondido+C%2F+de+Mari%C3%A0+Aguil%C3%B3%2C+90+Barcelona,"C/ de Marià Aguiló, 90",08005
272,Warike Project,Japanese,,,https://www.google.com/maps/search/?api=1&query=Warike+Project+C%2F+de+Pere+IV%2C+154+Barcelona,"C/ de Pere IV, 154",08018
273,Can Dende,Café,,,https://www.google.com/maps/search/?api=1&query=Can+Dende+C%2F+de+Pere+IV%2C+131+Barcelona,"C/ de Pere IV, 131",08018
274,Cal Cuc,Asian,,,https://www.google.com/maps/search/?api=1&query=Cal+Cuc+C%2F+de+Llacuna%2C+98+Barcelona,"C/ de Llacuna, 98",08018
275,El Menjador (Sala Beckett),Mediterranean,,,https://www.google.com/maps/search/?api=1&query=El+Menjador+%28Sala+Beckett%29+C%2F+del+Dr.+Trueta%2C+183+Barcelona,"C/ del Dr. Trueta, 183",08005
276,Balius,Spanish,,,https://www.google.com/maps/search/?api=1&query=Balius+C%2F+de+Pujades%2C+64+Barcelona,"C/ de Pujades, 64",08018
277,La Cervecita Nuestra de Cada Día,Gastropub,,,https://www.google.com/maps/search/?api=1&query=La+Cervecita+Nuestra+de+Cada+D%C3%ADa+C%2F+del+Dr.+Trueta%2C+26+Barcelona,"C/ del Dr. Trueta, 26",08018
278,Bodega Mendoza,Spanish,,,https://www.google.com/maps/search/?api=1&query=Bodega+Mendoza+C%2F+de+Llacuna%2C+70+Barcelona,"C/ de Llacuna, 70",08018
370,El 58,Spanish,https://el58.es/,+34 933191658,https://www.google.com/maps/search/?api=1&query=El+58+Rambla+del+Poblenou%2C+58+Barcelona,"Rambla del Poblenou, 58",08005
371,Batea,Seafood,,+34 933 214 501,https://www.google.com/maps/search/?api=1&query=Batea+Rambla+del+Poblenou%2C+16+Barcelona,"Rambla del Poblenou, 16",08005
372,Atipical,Mediterranean,,,https://www.google.com/maps/search/?api=1&query=Atipical+C%2F+de+Llull%2C+259+Barcelona,"C/ de Llull, 259",08005
373,Superlocal,Mediterranean,,,https://www.google.com/maps/search/?api=1&query=Superlocal+C%2F+de+Pere+IV%2C+168+Barcelona,"C/ de Pere IV, 168",08005
374,Can Dennís,Catalan,,,https://www.google.com/maps/search/?api=1&query=Can+Denn%C3%ADs+C%2F+de+Pasqual+de+Gaiola%2C+5+Barcelona,"C/ de Pasqual de Gaiola, 5",08005
375,La Pubilla del Poblenou,Catalan,,,https://www.google.com/maps/search/?api=1&query=La+Pubilla+del+Poblenou+C%2F+de+Mari%C3%A0+Aguil%C3%B3%2C+149+Barcelona,"C/ de Marià Aguiló, 149",08005
376,Parking Pizza,Italian,https://parkingpizza.com/,+34 937102363,https://www.google.com/maps/search/?api=1&query=Parking+Pizza+C%2F+de+Llull%2C+72+Barcelona,"C/ de Llull, 72",08005
507,Zumzeig Cinecafé,Café,,,https://www.google.com/maps/search/?api=1&query=Zumzeig+Cinecaf%C3%A9+C%2F+de+B%C3%A9jar%2C+53+Barcelona,"C/ de Béjar, 53",08014
508,La Pizzería del Born Poblenou,Italian,,,https://www.google.com/maps/search/?api=1&query=La+Pizzer%C3%ADa+del+Born+Poblenou+Rambla+del+Poblenou%2C+70+Barcelona,"Rambla del Poblenou, 70",08005
509,Green Spot,Vegetarian/Vegan,https://grupotragaluz.com/restaurante/the-green-spot/,+34 938025565,https://www.google.com/maps/search/?api=1&query=Green+Spot+C%2F+de+la+Reina+Cristina%2C+12+Barcelona,"C/ de la Reina Cristina, 12",08003
